,00101JAF3,00164VAD5,00774CAA5,00774CAB3,013093AA7,013093AB5,013093AC3,013093AD1,019736AD9,02005NBB5,02005NBF6,02155FAC9,03232PAD0,03674PAL7,03674XAC0,03939PAA2,04021LAA8,04364VAA1,044209AF1,053499AJ8,05352AAA8,05352AAC4,05578MAA0,058498AT3,058498AU0,073685AD1,09258BAC9,09628UAA4,097751BM2,097751BP5,10524PAB6,12429TAD6,12429TAE4,1248EPBM4,1248EPBP7,1248EPBT9,1248EPBX0,12543DAL4,12543DAV2,12543DAY6,125581GH5,125581GQ5,125581GS1,126307AQ0,12652AAA1,12768XAB0,13057QAG2,131347CE4,131347CF1,15135BAF8,15135BAJ0,156700AS5,156700AW6,156700BA3,15672JAA1,15911NAA3,163851AB4,16412XAA3,16412XAB1,16412XAC9,16412XAE5,165167CQ8,165167CT2,165167CV7,17302WAA6,179584AM9,184502BL5,184502BQ4,18451QAH1,18451QAM0,18683KAK7,20337YAA5,20341WAD7,20605PAE1,20854PAL3,212015AH4,212015AL5,212015AN1,22663AAA7,228189AB2,228701AF5,23291AAA5,23918KAQ1,23918KAR9,25272KAU7,25272KAW3,25470XAJ4,25470XAW5,25470XAY1,256746AB4,26817RAM0,26817RAN8,26817RAP3,268648AP7,268648AQ5,268787AF5,26907YAA2,29273EAA6,29273EAC2,29273VAD2,29273VAF7,29273VAG5,29358QAD1,29444UAM8,29444UAQ9,29444UAR7,29977HAB6,30162RAA9,319963BP8,32008DAB2,335934AF2,335934AK1,335934AL9,35671DAU9,35671DAZ8,35671DBC8,35906AAW8,35906AAZ1,361841AD1,36740PAA1,38113YAE9,382550BE0,404119BR9,404119BS7,40415RAQ8,40415RAR6,421924BK6,428040CT4,428302AA1,432833AA9,432833AB7,43414TAA4,436440AH4,44267DAB3,449934AD0,451102AX5,451102BF3,45332JAA0,45672NAG6,46284PAP9,46284VAA9,46284VAC5,47010DAA8,48207LAA1,48250NAA3,48250NAB1,482539AA1,53219LAM1,532716AU1,552704AC2,552953CA7,552953CC3,55303WAA5,55303XAC9,553283AB8,595112BC6,595112BD4,60877UBE6,62704PAF0,628782AJ3,629377BZ4,629377CB6,629377CC4,63934EAT5,64110LAN6,64110LAP1,651290AQ1,65409QBB7,66977WAQ2,66977WAR0,670001AA4,670001AC0,67020YAD2,68163PAA2,68245XAA7,68245XAB5,68245XAC3,68245XAE9,716768AC0,72766QAA3,737446AK0,737446AL8,737446AM6,74166MAA4,74840LAA0,74966NAA4,761735AP4,761735AT6,767754CH5,78388JAU0,78388JAV8,78442FEQ7,78442FER5,78442FES3,79970YAD7,80874YAR1,80874YAU4,82967NAS7,82967NAW8,82967NBA5,83001AAB8,83422AAA1,845467AL3,84762LAU9,85172FAJ8,85172FAK5,85207UAF2,85207UAH8,871503AU2,87264AAL9,87264AAP0,88033GCE8,88033GCN8,88160RAE1,893647AW7,893647AX5,893830BE8,896047AH0,911365AZ7,911365BC7,911365BE3,911365BF0,914906AR3,914906AS1,91831AAB7,91831AAC5,94946TAC0,952355AN5,958102AK1,958102AL9,969457BW9,983130AV7,983793AD2,989194AM7,989194AP0,989207AC9
2/14/2017,1000000000,1000000000,NULL,NULL,1250000000,NULL,1250000000,NULL,1000000000,1000000000,1050000000,1500000000,1098920000,1000000000,1100000000,NULL,1900000000,NULL,1121000000,1384244443,NULL,NULL,1625000000,1000000000,1000000000,NULL,NULL,NULL,1500000000,1400000000,NULL,NULL,NULL,2500000000,1700000000,1000000000,NULL,1925000000,3000000000,NULL,1750000000,1250000000,1000000000,1310000000,NULL,1149750000,2250000000,1250000000,1550000000,1399200000,1200000000,1400000000,1000000000,1000000000,1500000000,NULL,1157909600,1250000000,1500000000,NULL,NULL,2418953000,1000000000,NULL,1500000000,1125000000,1538155000,1679654707,1925000000,1989250000,NULL,1500000000,1110000000,1550000000,1850000000,1999000000,1500000000,1000000000,1300000000,1000000000,NULL,1015000000,1750000000,1500000000,1625000000,1625000000,1998000000,1999700000,1995575000,2492266000,2100000000,1750000000,1250000000,2500000000,2000000000,1000000000,1300000000,1200000000,1635000000,1148690000,1000000000,NULL,1000500000,1000000000,1100000000,NULL,1325700000,NULL,3400000000,2200000000,1120498000,NULL,NULL,1892500000,1921276000,1866300000,2183426000,3598050000,1000000000,1040000000,NULL,1000000000,2600000000,1500000000,1250000000,1000000000,1200000000,NULL,1549995000,1000000000,NULL,1230000000,1000000000,NULL,1050000000,1697870000,1349830000,1200000000,1630000000,1000000000,1000000000,NULL,1125000000,1100000000,1050000000,1050000000,1200000000,1100000000,1000000000,1000000000,1250000000,1250000000,1050000000,NULL,1560000000,1150000000,1000000000,1100000000,1056875400,1075000000,6000,1250000000,NULL,NULL,NULL,NULL,1000000000,2300000000,NULL,NULL,1150000000,1500000000,450000000,NULL,2250000000,1250000000,NULL,NULL,NULL,1100000000,1750000000,1000000000,750000000,3140000000,1250000000,1220000000,3236829000,1600000000,1800000000,1100000000,NULL,1000000000,1227000000,1000000000,1150000000,950000000,2197500000,1500000000,1000000000,NULL,300000000,1730000000,1000000000,1000000000,1000000000,NULL,4249900000,2500000000,1100000000,1749575000,2000000000,2799350000,1900000000,NULL,1149200000,1200000000,1250000000,1100000000,475000000,1000000000,750000000,750000000,1200000000,1560000000,3250000000,3250000000,NULL,1000000000,17881000,3332119000,1250000000,1800000000,1600000000,1430000000,800000000,1050000000
2/15/2017,1000000000,1000000000,NULL,NULL,1250000000,NULL,1250000000,NULL,1000000000,1000000000,1050000000,1500000000,1098920000,1000000000,1100000000,NULL,1900000000,NULL,1121000000,1384244443,NULL,NULL,1625000000,1000000000,1000000000,NULL,NULL,NULL,1500000000,1400000000,NULL,NULL,NULL,2500000000,1700000000,1000000000,NULL,1925000000,3000000000,NULL,1750000000,1250000000,1000000000,1310000000,NULL,1149750000,2250000000,1250000000,1550000000,1399200000,1200000000,1400000000,1000000000,1000000000,1500000000,1000000000,1157909600,1250000000,1500000000,NULL,NULL,2418953000,1000000000,NULL,1500000000,1125000000,1538155000,1679654707,1925000000,1989250000,NULL,1500000000,1110000000,1550000000,1850000000,1999000000,1500000000,1000000000,1300000000,1000000000,NULL,1015000000,1750000000,1500000000,1625000000,1625000000,1998000000,1999700000,1995575000,2492266000,2100000000,1750000000,1250000000,2500000000,2000000000,1000000000,1300000000,1200000000,1635000000,1148690000,1000000000,NULL,1000500000,1000000000,1100000000,NULL,1325700000,NULL,3400000000,2200000000,1120498000,NULL,NULL,1892500000,1921276000,1866300000,2183426000,3598050000,1000000000,1040000000,NULL,1000000000,2600000000,1500000000,1250000000,1000000000,1200000000,NULL,1549995000,1000000000,NULL,1230000000,1000000000,NULL,1050000000,1697870000,1349830000,1200000000,1630000000,1000000000,1000000000,NULL,1125000000,1100000000,1050000000,1050000000,1200000000,1100000000,1000000000,1000000000,1250000000,1250000000,1050000000,NULL,1560000000,1150000000,1000000000,1100000000,1056875400,1075000000,6000,1250000000,NULL,NULL,NULL,NULL,1000000000,2300000000,NULL,NULL,1150000000,1500000000,450000000,NULL,2250000000,1250000000,NULL,NULL,NULL,1100000000,1750000000,1000000000,750000000,3140000000,1250000000,1220000000,3236829000,1600000000,1800000000,1100000000,NULL,1000000000,1227000000,1000000000,1150000000,950000000,2197500000,1500000000,1000000000,NULL,300000000,1730000000,1000000000,1000000000,1000000000,NULL,4249900000,2500000000,1100000000,1749575000,2000000000,2799350000,1900000000,NULL,1149200000,1200000000,1250000000,1100000000,475000000,1000000000,750000000,750000000,1200000000,1560000000,3250000000,3250000000,NULL,1000000000,17881000,3332119000,1250000000,1800000000,1600000000,1430000000,800000000,1050000000
2/16/2017,1000000000,1000000000,NULL,NULL,1250000000,NULL,1250000000,NULL,1000000000,1000000000,1050000000,1500000000,1098920000,1000000000,1100000000,NULL,1900000000,NULL,1121000000,1384244443,NULL,NULL,1625000000,1000000000,1000000000,NULL,NULL,NULL,1500000000,1400000000,NULL,NULL,NULL,2500000000,1700000000,1000000000,NULL,1925000000,3000000000,NULL,1750000000,1250000000,1000000000,1310000000,NULL,1149750000,2250000000,1250000000,1550000000,1399200000,1200000000,1400000000,1000000000,1000000000,1500000000,1000000000,1157909600,1250000000,1500000000,NULL,NULL,2418953000,1000000000,NULL,1500000000,1125000000,1538155000,1679654707,1925000000,1989250000,NULL,1500000000,1110000000,1550000000,1850000000,1999000000,1500000000,1000000000,1300000000,1000000000,NULL,1015000000,1750000000,1500000000,1625000000,1625000000,1998000000,1999700000,1995575000,2492266000,2100000000,1750000000,1250000000,2500000000,2000000000,1000000000,1300000000,1200000000,1635000000,1148690000,1000000000,NULL,1000500000,1000000000,1100000000,NULL,1325700000,NULL,3400000000,2200000000,1120498000,NULL,NULL,1892500000,1921276000,1866300000,2183426000,3598050000,1000000000,1040000000,NULL,1000000000,2600000000,1500000000,1250000000,1000000000,1200000000,NULL,1549995000,1000000000,NULL,1230000000,1000000000,NULL,1050000000,1697870000,1349830000,1200000000,1630000000,1000000000,1000000000,NULL,1125000000,1100000000,1050000000,1050000000,1200000000,1100000000,1000000000,1000000000,1250000000,1250000000,1050000000,NULL,1560000000,1150000000,1000000000,1100000000,1056875400,1075000000,6000,1250000000,NULL,NULL,NULL,NULL,1000000000,2300000000,NULL,NULL,1150000000,1500000000,450000000,NULL,2250000000,1250000000,NULL,NULL,NULL,1100000000,1750000000,1000000000,750000000,3140000000,1250000000,1220000000,3236829000,1600000000,1800000000,1100000000,NULL,1000000000,1227000000,1000000000,1150000000,950000000,2197500000,1500000000,1000000000,NULL,300000000,1730000000,1000000000,1000000000,1000000000,NULL,4249900000,2500000000,1100000000,1749575000,2000000000,2799350000,1900000000,NULL,1149200000,1200000000,1250000000,1100000000,475000000,1000000000,750000000,750000000,1200000000,1560000000,3250000000,3250000000,NULL,1000000000,17881000,3332119000,1250000000,1800000000,1600000000,1430000000,800000000,1050000000
2/17/2017,1000000000,1000000000,NULL,NULL,1250000000,NULL,1250000000,NULL,1000000000,1000000000,1050000000,1500000000,1098920000,1000000000,1100000000,NULL,1900000000,NULL,1121000000,1384244443,NULL,NULL,1625000000,1000000000,1000000000,NULL,NULL,NULL,1500000000,1400000000,NULL,NULL,NULL,2500000000,1700000000,1000000000,NULL,1925000000,3000000000,NULL,1750000000,1250000000,1000000000,1310000000,NULL,1149750000,2250000000,1250000000,1550000000,1399200000,1200000000,1400000000,1000000000,1000000000,1500000000,1000000000,1157909600,1250000000,1500000000,NULL,NULL,2418953000,1000000000,NULL,1500000000,1125000000,1538155000,1679654707,1925000000,1989250000,NULL,1500000000,1110000000,1550000000,1850000000,1999000000,1500000000,1000000000,1300000000,1000000000,NULL,1015000000,1750000000,1500000000,1625000000,1625000000,1998000000,1999700000,1995575000,2492266000,2100000000,1750000000,1250000000,2500000000,2000000000,1000000000,1300000000,1200000000,1635000000,1148690000,1000000000,NULL,1000500000,1000000000,1100000000,NULL,1325700000,NULL,3400000000,2200000000,1120498000,NULL,NULL,1892500000,1921276000,1866300000,2183426000,3598050000,1000000000,1040000000,NULL,1000000000,2600000000,1500000000,1250000000,1000000000,1200000000,NULL,1549995000,1000000000,NULL,1230000000,1000000000,NULL,1050000000,1697870000,1349830000,1200000000,1630000000,1000000000,1000000000,NULL,1125000000,1100000000,1050000000,1050000000,1200000000,1100000000,1000000000,1000000000,1250000000,1250000000,1050000000,NULL,1560000000,1150000000,1000000000,1100000000,1056875400,1075000000,6000,1250000000,NULL,NULL,NULL,NULL,1000000000,2300000000,NULL,NULL,1150000000,1500000000,450000000,NULL,2250000000,1250000000,NULL,NULL,NULL,1100000000,1750000000,1000000000,750000000,3140000000,1250000000,1220000000,3236829000,1600000000,1800000000,1100000000,NULL,1000000000,1227000000,1000000000,1150000000,950000000,2197500000,1500000000,1000000000,NULL,300000000,1730000000,1000000000,1000000000,1000000000,NULL,4249900000,2500000000,1100000000,1749575000,2000000000,2799350000,1900000000,NULL,1149200000,1200000000,1250000000,1100000000,475000000,1000000000,750000000,750000000,1200000000,1560000000,3250000000,3250000000,NULL,1000000000,17881000,3332119000,1250000000,1800000000,1600000000,1430000000,800000000,1050000000
2/21/2017,1000000000,1000000000,1000000000,NULL,1250000000,NULL,1250000000,NULL,1000000000,1000000000,1050000000,1500000000,1098920000,1000000000,1100000000,NULL,1900000000,NULL,1121000000,1384244443,NULL,NULL,1625000000,1000000000,1000000000,NULL,NULL,NULL,1500000000,1400000000,NULL,NULL,NULL,2500000000,1700000000,1000000000,NULL,1925000000,3000000000,NULL,1750000000,1250000000,1000000000,1310000000,NULL,1149750000,2250000000,1250000000,1550000000,1399200000,1200000000,1400000000,1000000000,1000000000,1500000000,1000000000,1157909600,1250000000,1500000000,NULL,NULL,2418953000,1000000000,NULL,1500000000,1125000000,1538155000,1679654707,1925000000,1989250000,NULL,1500000000,1110000000,1550000000,1850000000,1999000000,1500000000,1000000000,1300000000,1000000000,NULL,1015000000,1750000000,1500000000,1625000000,1625000000,1998000000,1999700000,1995575000,2492266000,2100000000,1750000000,1250000000,2500000000,2000000000,1000000000,1300000000,1200000000,1635000000,1148690000,1000000000,NULL,1000500000,1000000000,1100000000,NULL,1325700000,NULL,3400000000,2200000000,1120498000,NULL,NULL,1892500000,1921276000,1866300000,2183426000,3598050000,1000000000,1040000000,NULL,1000000000,2600000000,1500000000,1250000000,1000000000,1200000000,NULL,1549995000,1000000000,NULL,1230000000,1000000000,NULL,1050000000,1697870000,1349830000,1200000000,1630000000,1000000000,1000000000,NULL,1125000000,1100000000,1050000000,1050000000,1200000000,1100000000,1000000000,1000000000,1250000000,1250000000,1050000000,NULL,1560000000,1150000000,1000000000,1100000000,1056875400,1075000000,6000,1250000000,NULL,NULL,NULL,NULL,1000000000,2300000000,NULL,NULL,1150000000,1500000000,450000000,NULL,2250000000,1250000000,NULL,NULL,NULL,1100000000,1750000000,1000000000,750000000,3140000000,1250000000,1220000000,3236829000,1600000000,1800000000,1100000000,NULL,1000000000,1227000000,1000000000,1150000000,950000000,2197500000,1500000000,1000000000,NULL,300000000,1730000000,1000000000,1000000000,1000000000,NULL,4249900000,2500000000,1100000000,1749575000,2000000000,2799350000,1900000000,NULL,1149200000,1200000000,1250000000,1100000000,475000000,1000000000,750000000,750000000,1200000000,1560000000,3250000000,3250000000,NULL,1000000000,17881000,3332119000,1250000000,1800000000,1600000000,1430000000,800000000,1050000000
2/22/2017,1000000000,1000000000,1000000000,NULL,1250000000,NULL,1250000000,NULL,1000000000,1000000000,1050000000,1500000000,1098920000,1000000000,1100000000,NULL,1900000000,NULL,1121000000,1384244443,NULL,NULL,1625000000,1000000000,1000000000,NULL,NULL,NULL,1500000000,1400000000,NULL,NULL,NULL,2500000000,1700000000,1000000000,NULL,1925000000,3000000000,NULL,1750000000,1250000000,1000000000,1310000000,NULL,1149750000,2250000000,1250000000,1550000000,1399200000,1200000000,1400000000,1000000000,1000000000,1500000000,1000000000,1157909600,1250000000,1500000000,NULL,NULL,2418953000,1000000000,NULL,1500000000,1125000000,1538155000,1679654707,1925000000,1989250000,NULL,1500000000,1110000000,1550000000,1850000000,1999000000,1500000000,1000000000,1300000000,1000000000,NULL,1015000000,1750000000,1500000000,1625000000,1625000000,1998000000,1999700000,1995575000,2492266000,2100000000,1750000000,1250000000,2500000000,2000000000,1000000000,1300000000,1200000000,1635000000,1148690000,1000000000,NULL,1000500000,1000000000,1100000000,NULL,1325700000,NULL,3400000000,2200000000,1120498000,NULL,NULL,1892500000,1921276000,1866300000,2183426000,3598050000,1000000000,1040000000,NULL,1000000000,2600000000,1500000000,1250000000,1000000000,1200000000,NULL,1549995000,1000000000,NULL,1230000000,1000000000,NULL,1050000000,1697870000,1349830000,1200000000,1630000000,1000000000,1000000000,NULL,1125000000,1100000000,1050000000,1050000000,1200000000,1100000000,1000000000,1000000000,1250000000,1250000000,1050000000,NULL,1560000000,1150000000,1000000000,1100000000,1056875400,1075000000,6000,1250000000,NULL,NULL,NULL,NULL,1000000000,2300000000,NULL,NULL,1150000000,1500000000,450000000,NULL,2250000000,1250000000,NULL,NULL,NULL,1100000000,1750000000,1000000000,750000000,3140000000,1250000000,1220000000,3236829000,1600000000,1800000000,1100000000,NULL,1000000000,1227000000,1000000000,1150000000,950000000,2197500000,1500000000,1000000000,NULL,300000000,1730000000,1000000000,1000000000,1000000000,NULL,4249900000,2500000000,1100000000,1749575000,2000000000,2799350000,1900000000,NULL,1149200000,1200000000,1250000000,1100000000,475000000,1000000000,750000000,750000000,1200000000,1560000000,3250000000,3250000000,NULL,1000000000,17881000,3332119000,1250000000,1800000000,1600000000,1430000000,800000000,1050000000
2/23/2017,1000000000,1000000000,1000000000,NULL,1250000000,NULL,1250000000,NULL,1000000000,1000000000,1050000000,1500000000,1098920000,1000000000,1100000000,NULL,1900000000,NULL,1121000000,1384244443,NULL,NULL,1625000000,1000000000,1000000000,NULL,NULL,NULL,1500000000,1400000000,NULL,NULL,NULL,2500000000,1700000000,1000000000,NULL,1925000000,3000000000,NULL,1750000000,1250000000,1000000000,1310000000,NULL,1149750000,2250000000,1250000000,1550000000,1399200000,1200000000,1400000000,1000000000,1000000000,1500000000,1000000000,1157909600,1250000000,1500000000,NULL,NULL,2418953000,1000000000,NULL,1500000000,1125000000,1538155000,1679654707,1925000000,1989250000,NULL,1500000000,1110000000,1550000000,1850000000,1999000000,1500000000,1000000000,1300000000,1000000000,NULL,1015000000,1750000000,1500000000,1625000000,1625000000,1998000000,1999700000,1995575000,2492266000,2100000000,1750000000,1250000000,2500000000,2000000000,1000000000,1300000000,1200000000,1635000000,1148690000,1000000000,NULL,1000500000,1000000000,1100000000,NULL,1325700000,NULL,3400000000,2200000000,1120498000,NULL,NULL,1892500000,1921276000,1866300000,2183426000,3598050000,1000000000,1040000000,NULL,1000000000,2600000000,1500000000,1250000000,1000000000,1200000000,NULL,1549995000,1000000000,NULL,1230000000,1000000000,NULL,1050000000,1697870000,1349830000,1200000000,1630000000,1000000000,1000000000,NULL,1125000000,1100000000,1050000000,1050000000,1200000000,1100000000,1000000000,1000000000,1250000000,1250000000,1050000000,NULL,1560000000,1150000000,1000000000,1100000000,1056875400,1075000000,6000,1250000000,NULL,NULL,NULL,NULL,1000000000,2300000000,NULL,NULL,1150000000,1500000000,450000000,NULL,2250000000,1250000000,NULL,NULL,NULL,1100000000,1750000000,1000000000,750000000,3140000000,1250000000,1220000000,3236829000,1600000000,1800000000,1100000000,NULL,1000000000,1227000000,1000000000,1150000000,950000000,2197500000,1500000000,1000000000,NULL,300000000,1730000000,1000000000,1000000000,1000000000,NULL,4249900000,2500000000,1100000000,1749575000,2000000000,2799350000,1900000000,NULL,1149200000,1200000000,1250000000,1100000000,475000000,1000000000,750000000,750000000,1200000000,1560000000,3250000000,3250000000,NULL,1000000000,17881000,3332119000,1250000000,1800000000,1600000000,1430000000,800000000,1050000000
2/24/2017,1000000000,1000000000,1000000000,NULL,1250000000,NULL,1250000000,NULL,1000000000,1000000000,1050000000,1500000000,1098920000,1000000000,1100000000,NULL,1900000000,NULL,1121000000,1384244443,NULL,NULL,1625000000,1000000000,1000000000,NULL,NULL,NULL,1500000000,1400000000,NULL,NULL,NULL,2500000000,1700000000,1000000000,NULL,1925000000,3000000000,NULL,1750000000,1250000000,1000000000,1310000000,NULL,1149750000,2250000000,1250000000,1550000000,1399200000,1200000000,1400000000,1000000000,1000000000,1500000000,1000000000,1157909600,1250000000,1500000000,NULL,NULL,2418953000,1000000000,NULL,1500000000,1125000000,1538155000,1679654707,1925000000,1989250000,NULL,1500000000,1110000000,1550000000,1850000000,1999000000,1500000000,1000000000,1300000000,1000000000,NULL,1015000000,1750000000,1500000000,1625000000,1625000000,1998000000,1999700000,1995575000,2492266000,2100000000,1750000000,1250000000,2500000000,2000000000,1000000000,1300000000,1200000000,1635000000,1148690000,1000000000,NULL,1000500000,1000000000,1100000000,NULL,1325700000,NULL,3400000000,2200000000,1120498000,NULL,NULL,1892500000,1921276000,1866300000,2183426000,3598050000,1000000000,1040000000,NULL,1000000000,2600000000,1500000000,1250000000,1000000000,1200000000,NULL,1549995000,1000000000,NULL,1230000000,1000000000,NULL,1050000000,1697870000,1349830000,1200000000,1630000000,1000000000,1000000000,NULL,1125000000,1100000000,1050000000,1050000000,1200000000,1100000000,1000000000,1000000000,1250000000,1250000000,1050000000,NULL,1560000000,1150000000,1000000000,1100000000,1056875400,1075000000,6000,1250000000,NULL,NULL,NULL,NULL,1000000000,2300000000,NULL,NULL,1150000000,1500000000,450000000,NULL,2250000000,1250000000,NULL,NULL,NULL,1100000000,1750000000,1000000000,750000000,3140000000,1250000000,1220000000,3236829000,1600000000,1800000000,1100000000,NULL,1000000000,1227000000,1000000000,1150000000,950000000,2197500000,1500000000,1000000000,NULL,300000000,1730000000,1000000000,1000000000,1000000000,NULL,4249900000,2500000000,1100000000,1749575000,2000000000,2799350000,1900000000,NULL,1149200000,1200000000,1250000000,1100000000,475000000,1000000000,750000000,750000000,1200000000,1560000000,3250000000,3250000000,NULL,1000000000,17881000,3332119000,1250000000,1800000000,1600000000,1430000000,800000000,1050000000
2/27/2017,1000000000,1000000000,1000000000,NULL,1250000000,NULL,1250000000,NULL,1000000000,1000000000,1050000000,1500000000,1098920000,1000000000,1100000000,NULL,1900000000,NULL,1121000000,1384244443,NULL,NULL,1625000000,1000000000,1000000000,NULL,NULL,NULL,1500000000,1400000000,NULL,NULL,NULL,2500000000,1700000000,1000000000,NULL,1925000000,3000000000,NULL,1750000000,1250000000,1000000000,1310000000,NULL,1149750000,2250000000,1250000000,1550000000,1399200000,1200000000,1400000000,1000000000,1000000000,1500000000,1000000000,1157909600,1250000000,1500000000,NULL,NULL,2418953000,1000000000,NULL,1500000000,1125000000,1538155000,1679654707,1925000000,1989250000,500000000,1500000000,1110000000,1550000000,1850000000,1999000000,1500000000,1000000000,1300000000,1000000000,NULL,1015000000,1750000000,1500000000,1625000000,1625000000,1998000000,1999700000,1995575000,2492266000,2100000000,1750000000,1250000000,2500000000,2000000000,1000000000,1300000000,1200000000,1635000000,1148690000,1000000000,NULL,1000500000,1000000000,1100000000,NULL,1325700000,NULL,3400000000,2200000000,1120498000,NULL,NULL,1892500000,1921276000,1866300000,2183426000,3598050000,1000000000,1040000000,NULL,1000000000,2600000000,1500000000,1250000000,1000000000,1200000000,NULL,1549995000,1000000000,NULL,1230000000,1000000000,NULL,1050000000,1697870000,1349830000,1200000000,1630000000,1000000000,1000000000,NULL,1125000000,1100000000,1050000000,1050000000,1200000000,1100000000,1000000000,1000000000,1250000000,1250000000,1050000000,NULL,1560000000,1150000000,1000000000,1100000000,1056875400,1075000000,6000,1250000000,NULL,NULL,NULL,NULL,1000000000,2300000000,NULL,NULL,1150000000,1500000000,450000000,NULL,2250000000,1250000000,NULL,NULL,NULL,1100000000,1750000000,1000000000,750000000,3140000000,1250000000,1220000000,3236829000,1600000000,1800000000,1100000000,NULL,1000000000,1227000000,1000000000,1150000000,950000000,2197500000,1500000000,1000000000,NULL,300000000,1730000000,1000000000,1000000000,1000000000,NULL,4249900000,2500000000,1100000000,1749575000,2000000000,2799350000,1900000000,NULL,1149200000,1200000000,1250000000,1100000000,475000000,1000000000,1000000000,1000000000,1200000000,1560000000,3250000000,3250000000,NULL,1000000000,17881000,3332119000,1250000000,1800000000,1600000000,1430000000,800000000,1050000000
2/28/2017,1000000000,1000000000,1000000000,NULL,1250000000,NULL,1250000000,NULL,1000000000,1000000000,1050000000,1500000000,1098920000,1000000000,1100000000,NULL,1900000000,NULL,1121000000,1384244443,NULL,NULL,1625000000,1000000000,1000000000,NULL,NULL,NULL,1500000000,1400000000,NULL,NULL,NULL,2500000000,1700000000,1000000000,NULL,1925000000,3000000000,NULL,1750000000,1250000000,1000000000,1310000000,NULL,1149750000,2250000000,1250000000,1550000000,1399200000,1200000000,1400000000,1000000000,1000000000,1500000000,1000000000,1157909600,1250000000,1500000000,NULL,NULL,2418953000,1000000000,NULL,1500000000,1125000000,1538155000,1679654707,1925000000,1989250000,500000000,1500000000,1110000000,1550000000,1850000000,1999000000,1500000000,1000000000,1300000000,1000000000,NULL,1015000000,1750000000,1500000000,1625000000,1625000000,1998000000,1999700000,1995575000,2492266000,2100000000,1750000000,1250000000,2500000000,2000000000,1000000000,1300000000,1200000000,1635000000,1148690000,1000000000,NULL,1000500000,1000000000,1100000000,NULL,1325700000,NULL,3400000000,2200000000,1120498000,NULL,NULL,1892500000,1921276000,1866300000,2183426000,3598050000,1000000000,1040000000,NULL,1000000000,2600000000,1500000000,1250000000,1000000000,1200000000,NULL,1549995000,1000000000,NULL,1230000000,1000000000,NULL,1050000000,1697870000,1349830000,1200000000,1630000000,1000000000,1000000000,NULL,1125000000,1100000000,1050000000,1050000000,1200000000,1100000000,1000000000,1000000000,1250000000,1250000000,1050000000,NULL,1560000000,1150000000,1000000000,1100000000,1056875400,1075000000,6000,1250000000,NULL,NULL,NULL,NULL,1000000000,2300000000,NULL,NULL,1150000000,1500000000,450000000,NULL,2250000000,1250000000,NULL,NULL,NULL,1100000000,1750000000,1000000000,750000000,3140000000,1250000000,1220000000,3236829000,1600000000,1800000000,1100000000,NULL,1000000000,1227000000,1000000000,1150000000,950000000,2197500000,1500000000,1000000000,NULL,300000000,1730000000,1000000000,1000000000,1000000000,NULL,4249900000,2500000000,1100000000,1749575000,2000000000,2799350000,1900000000,NULL,1149200000,1200000000,1250000000,1100000000,475000000,1000000000,1000000000,1000000000,1200000000,1560000000,3250000000,3250000000,NULL,1000000000,17881000,3332119000,1250000000,1800000000,1600000000,1430000000,800000000,1050000000
3/1/2017,1000000000,1000000000,1000000000,NULL,1250000000,NULL,1250000000,NULL,1000000000,1000000000,1050000000,1500000000,1098920000,1000000000,1100000000,NULL,1900000000,NULL,1121000000,1384244443,NULL,NULL,1625000000,1000000000,1000000000,NULL,NULL,NULL,1500000000,1400000000,NULL,NULL,NULL,2500000000,1700000000,1000000000,NULL,1925000000,3000000000,NULL,1750000000,1250000000,1000000000,1310000000,NULL,1149750000,2250000000,1250000000,1550000000,1399200000,1200000000,1400000000,1000000000,1000000000,1500000000,1000000000,1157909600,1250000000,1500000000,NULL,NULL,2418953000,1000000000,NULL,1500000000,1125000000,1538155000,1679654707,1925000000,1989250000,500000000,1500000000,1110000000,1550000000,1850000000,1999000000,1500000000,1000000000,1300000000,1000000000,NULL,1015000000,1750000000,1500000000,1625000000,1625000000,1998000000,1999700000,1995575000,2492266000,2100000000,1750000000,1250000000,2500000000,2000000000,1000000000,1300000000,1200000000,1635000000,1148690000,1000000000,NULL,1000500000,1000000000,1100000000,NULL,1325700000,NULL,3400000000,2200000000,1120498000,NULL,NULL,1892500000,1921276000,1866300000,2183426000,3598050000,1000000000,1040000000,NULL,1000000000,2600000000,1500000000,1250000000,1000000000,1200000000,NULL,1549995000,1000000000,NULL,1230000000,1000000000,NULL,1050000000,1697870000,1349830000,1200000000,1630000000,1000000000,1000000000,NULL,1125000000,1100000000,1050000000,1050000000,1200000000,1100000000,1000000000,1000000000,1250000000,1250000000,1050000000,NULL,1560000000,1150000000,1000000000,1100000000,1056875400,1075000000,6000,1250000000,NULL,NULL,NULL,NULL,1000000000,2300000000,NULL,NULL,1150000000,1500000000,450000000,NULL,2250000000,1250000000,NULL,NULL,NULL,1100000000,1750000000,1000000000,750000000,3140000000,1250000000,1220000000,3236829000,1600000000,1800000000,1100000000,NULL,1000000000,1227000000,1000000000,1150000000,950000000,2197500000,1500000000,1000000000,NULL,300000000,1730000000,1000000000,1000000000,1000000000,NULL,4249900000,2500000000,1100000000,1749575000,2000000000,2799350000,1900000000,NULL,1149200000,1200000000,1250000000,1100000000,475000000,1000000000,1000000000,1000000000,1200000000,1560000000,3250000000,3250000000,NULL,1000000000,17881000,3332119000,1250000000,1800000000,1600000000,1430000000,800000000,1050000000
